DATETIME,MAC,RSSI
"2018-03-16 16:44:50.699","C1:96:24:5B:EB:97",-54
"2018-03-16 16:44:50.700","C1:96:24:5B:EB:97",-54
"2018-03-16 16:44:50.731","5F:17:B5:B3:51:A4",-103
"2018-03-16 16:44:50.734","E8:FA:0D:3C:01:82",-55
"2018-03-16 16:44:50.738","E8:FA:0D:3C:01:82",-55
"2018-03-16 16:44:50.739","78:4F:43:78:44:5D",-103
"2018-03-16 16:44:50.742","C8:2F:80:DA:26:94",-59
"2018-03-16 16:44:50.747","C8:2F:80:DA:26:94",-59
"2018-03-16 16:44:50.750","50:33:C6:12:8F:54",-95
"2018-03-16 16:44:50.754","FD:99:D9:69:5D:BC",-57
"2018-03-16 16:44:50.760","FD:99:D9:69:5D:BC",-57
"2018-03-16 16:44:50.764","DC:94:C8:A9:D0:B6",-63
"2018-03-16 16:44:50.765","DC:94:C8:A9:D0:B6",-63
"2018-03-16 16:44:50.767","D9:86:6F:AF:E8:90",-55
"2018-03-16 16:44:50.771","D9:86:6F:AF:E8:90",-55
"2018-03-16 16:44:50.772","78:4F:43:78:44:5D",-103
"2018-03-16 16:44:50.991","EC:8F:47:27:6C:DE",-58
"2018-03-16 16:44:51.013","EC:8F:47:27:6C:DE",-58
"2018-03-16 16:44:51.015","CB:3C:59:5F:87:FB",-55
"2018-03-16 16:44:51.017","CB:3C:59:5F:87:FB",-55
"2018-03-16 16:44:51.023","C2:57:36:E6:71:6E",-60
"2018-03-16 16:44:51.055","C2:57:36:E6:71:6E",-60
"2018-03-16 16:44:51.058","68:64:4B:39:4B:0F",-100
"2018-03-16 16:44:51.073","E5:3B:3A:53:DF:6C",-54
"2018-03-16 16:44:51.074","E5:3B:3A:53:DF:6C",-53
"2018-03-16 16:44:51.075","0B:08:73:E6:B1:67",-63
"2018-03-16 16:44:51.295","E5:3B:3A:53:DF:6C",-60
"2018-03-16 16:44:51.295","E5:3B:3A:53:DF:6C",-60
"2018-03-16 16:44:51.296","F1:4E:55:EA:ED:A4",-59
"2018-03-16 16:44:51.296","F1:4E:55:EA:ED:A4",-59
"2018-03-16 16:44:51.296","0B:08:73:E6:B1:67",-56
"2018-03-16 16:44:51.303","E9:0D:4A:6D:31:59",-58
"2018-03-16 16:44:51.316","E9:0D:4A:6D:31:59",-58
"2018-03-16 16:44:51.318","C1:96:24:5B:EB:97",-55
"2018-03-16 16:44:51.319","C1:96:24:5B:EB:97",-55
"2018-03-16 16:44:51.329","98:9E:63:42:70:FD",-103
"2018-03-16 16:44:51.346","E8:FA:0D:3C:01:82",-57
"2018-03-16 16:44:51.362","E8:FA:0D:3C:01:82",-57
"2018-03-16 16:44:51.367","FD:99:D9:69:5D:BC",-58
"2018-03-16 16:44:51.368","FD:99:D9:69:5D:BC",-58
"2018-03-16 16:44:51.370","C8:2F:80:DA:26:94",-58
"2018-03-16 16:44:51.373","C8:2F:80:DA:26:94",-58
"2018-03-16 16:44:51.377","DC:94:C8:A9:D0:B6",-61
"2018-03-16 16:44:51.378","DC:94:C8:A9:D0:B6",-61
"2018-03-16 16:44:51.577","C8:2F:80:DA:26:94",-59
"2018-03-16 16:44:51.583","C8:2F:80:DA:26:94",-59
"2018-03-16 16:44:51.585","DC:94:C8:A9:D0:B6",-63
"2018-03-16 16:44:51.587","DC:94:C8:A9:D0:B6",-62
"2018-03-16 16:44:51.591","D9:86:6F:AF:E8:90",-55
"2018-03-16 16:44:51.591","D9:86:6F:AF:E8:90",-55
"2018-03-16 16:44:51.595","0B:08:73:E6:B1:67",-61
"2018-03-16 16:44:51.602","EC:8F:47:27:6C:DE",-56
"2018-03-16 16:44:51.622","EC:8F:47:27:6C:DE",-57
"2018-03-16 16:44:51.628","78:4F:43:78:44:5D",-103
"2018-03-16 16:44:51.630","CB:3C:59:5F:87:FB",-56
"2018-03-16 16:44:51.632","CB:3C:59:5F:87:FB",-56
"2018-03-16 16:44:51.634","E8:FA:0D:3C:01:82",-55
"2018-03-16 16:44:51.635","E8:FA:0D:3C:01:82",-55
