DATETIME,MAC,RSSI
"2018-03-07 16:31:52.147","07:53:E6:2B:CA:51",-64
"2018-03-07 16:31:52.155","D9:86:6F:AF:E8:90",-53
"2018-03-07 16:31:52.178","D9:86:6F:AF:E8:90",-53
"2018-03-07 16:31:52.180","75:33:23:D6:E1:5E",-98
"2018-03-07 16:31:52.182","3C:15:C2:C7:F7:27",-98
"2018-03-07 16:31:52.186","C1:96:24:5B:EB:97",-50
"2018-03-07 16:31:52.195","C1:96:24:5B:EB:97",-50
"2018-03-07 16:31:52.199","E9:0D:4A:6D:31:59",-53
"2018-03-07 16:31:52.201","E9:0D:4A:6D:31:59",-53
"2018-03-07 16:31:52.224","DC:94:C8:A9:D0:B6",-56
"2018-03-07 16:31:52.239","DC:94:C8:A9:D0:B6",-56
"2018-03-07 16:31:52.451","E8:FA:0D:3C:01:82",-53
"2018-03-07 16:31:52.456","E8:FA:0D:3C:01:82",-53
"2018-03-07 16:31:52.458","07:53:E6:2B:CA:51",-53
"2018-03-07 16:31:52.461","F1:4E:55:EA:ED:A4",-54
"2018-03-07 16:31:52.465","F1:4E:55:EA:ED:A4",-55
"2018-03-07 16:31:52.477","FD:99:D9:69:5D:BC",-54
"2018-03-07 16:31:52.522","FD:99:D9:69:5D:BC",-54
"2018-03-07 16:31:52.524","E5:3B:3A:53:DF:6C",-53
"2018-03-07 16:31:52.526","E5:3B:3A:53:DF:6C",-53
"2018-03-07 16:31:52.538","EC:8F:47:27:6C:DE",-53
"2018-03-07 16:31:52.753","EC:8F:47:27:6C:DE",-51
"2018-03-07 16:31:52.767","EC:8F:47:27:6C:DE",-51
"2018-03-07 16:31:52.770","3C:15:C2:C7:F7:27",-98
"2018-03-07 16:31:52.774","07:53:E6:2B:CA:51",-63
"2018-03-07 16:31:52.779","CB:3C:59:5F:87:FB",-51
"2018-03-07 16:31:52.801","CB:3C:59:5F:87:FB",-51
"2018-03-07 16:31:52.802","3C:15:C2:C7:F7:27",-99
"2018-03-07 16:31:52.805","C1:96:24:5B:EB:97",-50
"2018-03-07 16:31:52.810","C1:96:24:5B:EB:97",-50
"2018-03-07 16:31:52.817","E9:0D:4A:6D:31:59",-53
"2018-03-07 16:31:52.819","E9:0D:4A:6D:31:59",-53
"2018-03-07 16:31:52.831","3C:15:C2:C7:F7:27",-98
"2018-03-07 16:31:52.845","DC:94:C8:A9:D0:B6",-56
"2018-03-07 16:31:52.854","DC:94:C8:A9:D0:B6",-56
"2018-03-07 16:31:53.065","C2:57:36:E6:71:6E",-54
"2018-03-07 16:31:53.065","C2:57:36:E6:71:6E",-53
"2018-03-07 16:31:53.068","E8:FA:0D:3C:01:82",-53
"2018-03-07 16:31:53.070","E8:FA:0D:3C:01:82",-53
