DATETIME,MAC,RSSI
"2018-03-07 16:55:48.710","C2:57:36:E6:71:6E",-71
"2018-03-07 16:55:48.712","C2:57:36:E6:71:6E",-71
"2018-03-07 16:55:48.726","C8:2F:80:DA:26:94",-65
"2018-03-07 16:55:48.783","C8:2F:80:DA:26:94",-65
"2018-03-07 16:55:49.001","CB:3C:59:5F:87:FB",-64
"2018-03-07 16:55:49.007","CB:3C:59:5F:87:FB",-64
"2018-03-07 16:55:49.009","1F:9C:A1:B9:1A:73",-55
"2018-03-07 16:55:49.034","E9:0D:4A:6D:31:59",-63
"2018-03-07 16:55:49.039","E9:0D:4A:6D:31:59",-62
"2018-03-07 16:55:49.042","D9:86:6F:AF:E8:90",-66
"2018-03-07 16:55:49.043","D9:86:6F:AF:E8:90",-66
"2018-03-07 16:55:49.045","C1:96:24:5B:EB:97",-58
"2018-03-07 16:55:49.048","C1:96:24:5B:EB:97",-58
"2018-03-07 16:55:49.067","FD:99:D9:69:5D:BC",-69
"2018-03-07 16:55:49.078","FD:99:D9:69:5D:BC",-69
"2018-03-07 16:55:49.319","E5:3B:3A:53:DF:6C",-58
"2018-03-07 16:55:49.319","E5:3B:3A:53:DF:6C",-58
"2018-03-07 16:55:49.319","F1:4E:55:EA:ED:A4",-60
"2018-03-07 16:55:49.320","F1:4E:55:EA:ED:A4",-60
"2018-03-07 16:55:49.320","C2:57:36:E6:71:6E",-65
"2018-03-07 16:55:49.328","C2:57:36:E6:71:6E",-65
"2018-03-07 16:55:49.329","1F:9C:A1:B9:1A:73",-58
"2018-03-07 16:55:49.334","B8:09:8A:C7:31:B4",-103
"2018-03-07 16:55:49.338","C8:2F:80:DA:26:94",-63
"2018-03-07 16:55:49.340","C8:2F:80:DA:26:94",-63
"2018-03-07 16:55:49.342","78:4F:43:78:44:5D",-103
"2018-03-07 16:55:49.612","CB:3C:59:5F:87:FB",-67
"2018-03-07 16:55:49.612","CB:3C:59:5F:87:FB",-67
"2018-03-07 16:55:49.614","EC:8F:47:27:6C:DE",-68
"2018-03-07 16:55:49.616","EC:8F:47:27:6C:DE",-68
"2018-03-07 16:55:49.618","68:64:4B:39:4B:0F",-102
"2018-03-07 16:55:49.636","1F:9C:A1:B9:1A:73",-70
"2018-03-07 16:55:49.645","D9:86:6F:AF:E8:90",-68
"2018-03-07 16:55:49.653","D9:86:6F:AF:E8:90",-68
"2018-03-07 16:55:49.655","C1:96:24:5B:EB:97",-62
"2018-03-07 16:55:49.659","C1:96:24:5B:EB:97",-62
"2018-03-07 16:55:49.661","E9:0D:4A:6D:31:59",-64
"2018-03-07 16:55:49.679","E9:0D:4A:6D:31:59",-64
"2018-03-07 16:55:49.897","F8:77:B8:B9:2D:74",-93
"2018-03-07 16:55:49.898","FD:99:D9:69:5D:BC",-70
"2018-03-07 16:55:49.898","FD:99:D9:69:5D:BC",-69
"2018-03-07 16:55:49.898","D9:86:6F:AF:E8:90",-65
"2018-03-07 16:55:49.899","78:4F:43:78:44:5D",-101
"2018-03-07 16:55:49.917","E5:3B:3A:53:DF:6C",-63
"2018-03-07 16:55:49.925","E5:3B:3A:53:DF:6C",-63
"2018-03-07 16:55:49.926","F1:4E:55:EA:ED:A4",-63
"2018-03-07 16:55:49.927","F1:4E:55:EA:ED:A4",-63
"2018-03-07 16:55:49.933","C2:57:36:E6:71:6E",-64
"2018-03-07 16:55:49.947","C2:57:36:E6:71:6E",-64
"2018-03-07 16:55:49.950","1F:9C:A1:B9:1A:73",-55
"2018-03-07 16:55:49.953","C8:2F:80:DA:26:94",-63
"2018-03-07 16:55:49.971","C8:2F:80:DA:26:94",-63
"2018-03-07 16:55:49.975","DC:94:C8:A9:D0:B6",-61
