DATETIME,MAC,RSSI
"2018-03-07 16:38:02.606","76:01:AD:FF:CB:FD",-102
"2018-03-07 16:38:02.608","FD:99:D9:69:5D:BC",-58
"2018-03-07 16:38:02.613","FD:99:D9:69:5D:BC",-58
"2018-03-07 16:38:02.621","E8:FA:0D:3C:01:82",-57
"2018-03-07 16:38:02.625","E8:FA:0D:3C:01:82",-57
"2018-03-07 16:38:02.637","C2:57:36:E6:71:6E",-58
"2018-03-07 16:38:02.648","C2:57:36:E6:71:6E",-57
"2018-03-07 16:38:02.650","E5:3B:3A:53:DF:6C",-56
"2018-03-07 16:38:02.652","E5:3B:3A:53:DF:6C",-56
"2018-03-07 16:38:02.654","C8:2F:80:DA:26:94",-58
"2018-03-07 16:38:02.665","C8:2F:80:DA:26:94",-58
"2018-03-07 16:38:02.671","68:64:4B:39:4B:0F",-100
"2018-03-07 16:38:02.671","DC:94:C8:A9:D0:B6",-61
"2018-03-07 16:38:02.677","DC:94:C8:A9:D0:B6",-61
"2018-03-07 16:38:02.677","C2:57:36:E6:71:6E",-58
"2018-03-07 16:38:02.678","C2:57:36:E6:71:6E",-58
"2018-03-07 16:38:02.912","01:03:AD:B6:F5:B6",-55
"2018-03-07 16:38:02.926","C1:96:24:5B:EB:97",-53
"2018-03-07 16:38:02.938","C1:96:24:5B:EB:97",-53
"2018-03-07 16:38:02.942","CB:3C:59:5F:87:FB",-54
"2018-03-07 16:38:02.944","CB:3C:59:5F:87:FB",-54
"2018-03-07 16:38:02.947","04:52:C7:F0:EF:CB",-86
"2018-03-07 16:38:02.951","EC:8F:47:27:6C:DE",-58
"2018-03-07 16:38:02.954","EC:8F:47:27:6C:DE",-58
"2018-03-07 16:38:02.955","F8:77:B8:B9:2D:74",-95
"2018-03-07 16:38:02.967","76:01:AD:FF:CB:FD",-102
"2018-03-07 16:38:03.201","D9:86:6F:AF:E8:90",-56
"2018-03-07 16:38:03.205","D9:86:6F:AF:E8:90",-56
"2018-03-07 16:38:03.209","E9:0D:4A:6D:31:59",-57
"2018-03-07 16:38:03.211","E9:0D:4A:6D:31:59",-57
"2018-03-07 16:38:03.219","FD:99:D9:69:5D:BC",-56
"2018-03-07 16:38:03.221","FD:99:D9:69:5D:BC",-56
"2018-03-07 16:38:03.223","01:03:AD:B6:F5:B6",-57
"2018-03-07 16:38:03.231","E8:FA:0D:3C:01:82",-55
"2018-03-07 16:38:03.255","E8:FA:0D:3C:01:82",-55
"2018-03-07 16:38:03.263","E8:FA:0D:3C:01:82",-55
"2018-03-07 16:38:03.266","C8:2F:80:DA:26:94",-55
"2018-03-07 16:38:03.267","C8:2F:80:DA:26:94",-55
"2018-03-07 16:38:03.492","DC:94:C8:A9:D0:B6",-61
"2018-03-07 16:38:03.500","DC:94:C8:A9:D0:B6",-61
"2018-03-07 16:38:03.500","04:52:C7:F0:EF:CB",-88
"2018-03-07 16:38:03.515","76:01:AD:FF:CB:FD",-98
"2018-03-07 16:38:03.538","01:03:AD:B6:F5:B6",-65
"2018-03-07 16:38:03.539","E5:3B:3A:53:DF:6C",-56
"2018-03-07 16:38:03.558","E5:3B:3A:53:DF:6C",-56
"2018-03-07 16:38:03.562","CB:3C:59:5F:87:FB",-57
"2018-03-07 16:38:03.568","EC:8F:47:27:6C:DE",-59
"2018-03-07 16:38:03.572","EC:8F:47:27:6C:DE",-58
"2018-03-07 16:38:03.574","F8:77:B8:B9:2D:74",-97
"2018-03-07 16:38:03.807","D9:86:6F:AF:E8:90",-58
"2018-03-07 16:38:03.824","D9:86:6F:AF:E8:90",-58
"2018-03-07 16:38:03.829","E9:0D:4A:6D:31:59",-58
"2018-03-07 16:38:03.830","E9:0D:4A:6D:31:59",-58
"2018-03-07 16:38:03.846","01:03:AD:B6:F5:B6",-55
"2018-03-07 16:38:03.848","C1:96:24:5B:EB:97",-53
"2018-03-07 16:38:03.861","C1:96:24:5B:EB:97",-53
"2018-03-07 16:38:03.865","E8:FA:0D:3C:01:82",-57
"2018-03-07 16:38:03.866","E8:FA:0D:3C:01:82",-57
"2018-03-07 16:38:03.877","C8:2F:80:DA:26:94",-58
