DATETIME,MAC,RSSI
"2018-03-16 16:37:10.730","EC:8F:47:27:6C:DE",-53
"2018-03-16 16:37:10.744","EC:8F:47:27:6C:DE",-53
"2018-03-16 16:37:10.958","CB:3C:59:5F:87:FB",-50
"2018-03-16 16:37:10.960","CB:3C:59:5F:87:FB",-50
"2018-03-16 16:37:10.960","62:38:F8:A7:CC:31",-81
"2018-03-16 16:37:10.962","62:38:F8:A7:CC:31",-81
"2018-03-16 16:37:10.962","E8:FA:0D:3C:01:82",-52
"2018-03-16 16:37:10.965","E8:FA:0D:3C:01:82",-52
"2018-03-16 16:37:10.967","DC:94:C8:A9:D0:B6",-53
"2018-03-16 16:37:10.971","DC:94:C8:A9:D0:B6",-53
"2018-03-16 16:37:10.980","26:94:08:39:24:90",-62
"2018-03-16 16:37:11.010","61:B8:47:F5:59:8C",-99
"2018-03-16 16:37:11.014","62:38:F8:A7:CC:31",-82
"2018-03-16 16:37:11.016","62:38:F8:A7:CC:31",-81
"2018-03-16 16:37:11.018","98:9E:63:42:70:FD",-98
"2018-03-16 16:37:11.025","C2:57:36:E6:71:6E",-56
"2018-03-16 16:37:11.029","C2:57:36:E6:71:6E",-56
"2018-03-16 16:37:11.033","F1:4E:55:EA:ED:A4",-55
"2018-03-16 16:37:11.034","F1:4E:55:EA:ED:A4",-55
"2018-03-16 16:37:11.038","E9:0D:4A:6D:31:59",-53
"2018-03-16 16:37:11.043","E9:0D:4A:6D:31:59",-53
"2018-03-16 16:37:11.046","55:24:CF:EA:82:DD",-93
"2018-03-16 16:37:11.048","62:38:F8:A7:CC:31",-82
"2018-03-16 16:37:11.262","C1:96:24:5B:EB:97",-52
"2018-03-16 16:37:11.266","C1:96:24:5B:EB:97",-52
"2018-03-16 16:37:11.268","62:38:F8:A7:CC:31",-78
"2018-03-16 16:37:11.270","62:38:F8:A7:CC:31",-78
"2018-03-16 16:37:11.276","F1:4E:55:EA:ED:A4",-56
"2018-03-16 16:37:11.281","F1:4E:55:EA:ED:A4",-56
"2018-03-16 16:37:11.284","C8:2F:80:DA:26:94",-57
"2018-03-16 16:37:11.286","C8:2F:80:DA:26:94",-57
"2018-03-16 16:37:11.294","26:94:08:39:24:90",-57
"2018-03-16 16:37:11.296","62:38:F8:A7:CC:31",-79
"2018-03-16 16:37:11.315","62:38:F8:A7:CC:31",-79
"2018-03-16 16:37:11.316","D9:86:6F:AF:E8:90",-54
"2018-03-16 16:37:11.317","D9:86:6F:AF:E8:90",-54
"2018-03-16 16:37:11.326","7F:4B:65:4E:9A:05",-101
"2018-03-16 16:37:11.332","62:38:F8:A7:CC:31",-78
"2018-03-16 16:37:11.338","62:38:F8:A7:CC:31",-78
"2018-03-16 16:37:11.339","EC:8F:47:27:6C:DE",-53
"2018-03-16 16:37:11.342","EC:8F:47:27:6C:DE",-53
"2018-03-16 16:37:11.558","62:38:F8:A7:CC:31",-77
"2018-03-16 16:37:11.565","62:38:F8:A7:CC:31",-76
"2018-03-16 16:37:11.567","E8:FA:0D:3C:01:82",-50
"2018-03-16 16:37:11.571","DC:94:C8:A9:D0:B6",-56
"2018-03-16 16:37:11.591","DC:94:C8:A9:D0:B6",-56
"2018-03-16 16:37:11.593","55:24:CF:EA:82:DD",-92
"2018-03-16 16:37:11.597","55:24:CF:EA:82:DD",-93
"2018-03-16 16:37:11.601","62:38:F8:A7:CC:31",-79
"2018-03-16 16:37:11.605","62:38:F8:A7:CC:31",-77
"2018-03-16 16:37:11.605","7F:4B:65:4E:9A:05",-98
"2018-03-16 16:37:11.607","7F:4B:65:4E:9A:05",-98
"2018-03-16 16:37:11.611","75:33:23:D6:E1:5E",-99
"2018-03-16 16:37:11.613","3C:15:C2:C7:F7:27",-99
"2018-03-16 16:37:11.615","26:94:08:39:24:90",-62
"2018-03-16 16:37:11.623","62:38:F8:A7:CC:31",-79
"2018-03-16 16:37:11.623","62:38:F8:A7:CC:31",-79
"2018-03-16 16:37:11.626","5F:17:B5:B3:51:A4",-101
"2018-03-16 16:37:11.634","F8:77:B8:B9:2D:74",-103
"2018-03-16 16:37:11.644","E5:3B:3A:53:DF:6C",-51
"2018-03-16 16:37:11.646","E5:3B:3A:53:DF:6C",-52
"2018-03-16 16:37:11.648","C2:57:36:E6:71:6E",-56
"2018-03-16 16:37:11.860","C2:57:36:E6:71:6E",-57
"2018-03-16 16:37:11.861","C2:57:36:E6:71:6E",-57
"2018-03-16 16:37:11.861","E9:0D:4A:6D:31:59",-53
"2018-03-16 16:37:11.862","E9:0D:4A:6D:31:59",-53
"2018-03-16 16:37:11.863","98:9E:63:42:70:FD",-98
"2018-03-16 16:37:11.864","61:B8:47:F5:59:8C",-99
"2018-03-16 16:37:11.874","61:B8:47:F5:59:8C",-98
"2018-03-16 16:37:11.881","C1:96:24:5B:EB:97",-50
"2018-03-16 16:37:11.882","C1:96:24:5B:EB:97",-50
"2018-03-16 16:37:11.882","62:38:F8:A7:CC:31",-78
"2018-03-16 16:37:11.884","62:38:F8:A7:CC:31",-78
"2018-03-16 16:37:11.891","98:9E:63:42:70:FD",-98
"2018-03-16 16:37:11.891","98:9E:63:42:70:FD",-100
"2018-03-16 16:37:11.895","61:B8:47:F5:59:8C",-99
"2018-03-16 16:37:11.896","F1:4E:55:EA:ED:A4",-55
"2018-03-16 16:37:11.903","F1:4E:55:EA:ED:A4",-55
"2018-03-16 16:37:11.904","C8:2F:80:DA:26:94",-52
"2018-03-16 16:37:11.905","C8:2F:80:DA:26:94",-53
"2018-03-16 16:37:11.908","62:38:F8:A7:CC:31",-78
"2018-03-16 16:37:11.922","62:38:F8:A7:CC:31",-78
"2018-03-16 16:37:11.929","61:B8:47:F5:59:8C",-98
"2018-03-16 16:37:11.929","61:B8:47:F5:59:8C",-98
"2018-03-16 16:37:11.932","98:9E:63:42:70:FD",-100
"2018-03-16 16:37:11.934","26:94:08:39:24:90",-64
"2018-03-16 16:37:11.935","D9:86:6F:AF:E8:90",-53
"2018-03-16 16:37:11.940","D9:86:6F:AF:E8:90",-52
"2018-03-16 16:37:11.943","62:38:F8:A7:CC:31",-79
"2018-03-16 16:37:11.946","62:38:F8:A7:CC:31",-78
"2018-03-16 16:37:12.159","FD:99:D9:69:5D:BC",-55
"2018-03-16 16:37:12.161","FD:99:D9:69:5D:BC",-55
"2018-03-16 16:37:12.162","EC:8F:47:27:6C:DE",-54
"2018-03-16 16:37:12.164","EC:8F:47:27:6C:DE",-54
"2018-03-16 16:37:12.166","62:38:F8:A7:CC:31",-79
"2018-03-16 16:37:12.173","62:38:F8:A7:CC:31",-80
"2018-03-16 16:37:12.174","E8:FA:0D:3C:01:82",-53
"2018-03-16 16:37:12.176","E8:FA:0D:3C:01:82",-53
"2018-03-16 16:37:12.184","CB:3C:59:5F:87:FB",-54
"2018-03-16 16:37:12.189","CB:3C:59:5F:87:FB",-54
"2018-03-16 16:37:12.190","DC:94:C8:A9:D0:B6",-58
"2018-03-16 16:37:12.194","DC:94:C8:A9:D0:B6",-58
"2018-03-16 16:37:12.200","62:38:F8:A7:CC:31",-79
"2018-03-16 16:37:12.210","62:38:F8:A7:CC:31",-79
"2018-03-16 16:37:12.213","70:DD:32:29:B0:75",-101
"2018-03-16 16:37:12.231","62:38:F8:A7:CC:31",-79
