DATETIME,MAC,RSSI
"2018-03-16 16:56:45.235","5F:E5:3B:3A:53:DF:6C",-61
"2018-03-16 16:56:45.253","E5:3B:3A:53:DF:6C",-62
"2018-03-16 16:56:45.257","0B:08:73:E6:B1:67",-60
"2018-03-16 16:56:45.276","C1:96:24:5B:EB:97",-60
"2018-03-16 16:56:45.280","C1:96:24:5B:EB:97",-60
"2018-03-16 16:56:45.282","F1:4E:55:EA:ED:A4",-60
"2018-03-16 16:56:45.284","F1:4E:55:EA:ED:A4",-60
"2018-03-16 16:56:45.285","E9:0D:4A:6D:31:59",-63
"2018-03-16 16:56:45.288","E9:0D:4A:6D:31:59",-64
"2018-03-16 16:56:45.506","C8:2F:80:DA:26:94",-67
"2018-03-16 16:56:45.506","C8:2F:80:DA:26:94",-67
"2018-03-16 16:56:45.507","D9:86:6F:AF:E8:90",-61
"2018-03-16 16:56:45.507","D9:86:6F:AF:E8:90",-60
"2018-03-16 16:56:45.514","E8:FA:0D:3C:01:82",-64
"2018-03-16 16:56:45.522","E8:FA:0D:3C:01:82",-64
"2018-03-16 16:56:45.524","FD:99:D9:69:5D:BC",-64
"2018-03-16 16:56:45.528","FD:99:D9:69:5D:BC",-64
"2018-03-16 16:56:45.534","5F:17:B5:B3:51:A4",-103
"2018-03-16 16:56:45.539","EC:8F:47:27:6C:DE",-61
"2018-03-16 16:56:45.548","EC:8F:47:27:6C:DE",-61
"2018-03-16 16:56:45.551","98:9E:63:42:70:FD",-101
"2018-03-16 16:56:45.559","61:B8:47:F5:59:8C",-103
"2018-03-16 16:56:45.561","61:B8:47:F5:59:8C",-102
"2018-03-16 16:56:45.563","DC:94:C8:A9:D0:B6",-65
"2018-03-16 16:56:45.566","DC:94:C8:A9:D0:B6",-65
"2018-03-16 16:56:45.579","0B:08:73:E6:B1:67",-65
"2018-03-16 16:56:46.104","78:4F:43:78:44:5D",-102
"2018-03-16 16:56:46.106","C1:96:24:5B:EB:97",-60
"2018-03-16 16:56:46.107","C1:96:24:5B:EB:97",-60
"2018-03-16 16:56:46.107","0B:08:73:E6:B1:67",-59
"2018-03-16 16:56:46.108","C8:2F:80:DA:26:94",-66
"2018-03-16 16:56:46.114","C8:2F:80:DA:26:94",-66
"2018-03-16 16:56:46.115","D9:86:6F:AF:E8:90",-65
"2018-03-16 16:56:46.117","D9:86:6F:AF:E8:90",-65
"2018-03-16 16:56:46.135","FD:99:D9:69:5D:BC",-64
"2018-03-16 16:56:46.140","FD:99:D9:69:5D:BC",-64
"2018-03-16 16:56:46.143","4C:7F:F4:3A:E6:B1",-103
"2018-03-16 16:56:46.155","EC:8F:47:27:6C:DE",-63
"2018-03-16 16:56:46.173","EC:8F:47:27:6C:DE",-63
"2018-03-16 16:56:46.177","DC:94:C8:A9:D0:B6",-63
"2018-03-16 16:56:46.181","DC:94:C8:A9:D0:B6",-63
"2018-03-16 16:56:46.420","CB:3C:59:5F:87:FB",-59
"2018-03-16 16:56:46.420","CB:3C:59:5F:87:FB",-59
"2018-03-16 16:56:46.421","E8:FA:0D:3C:01:82",-60
"2018-03-16 16:56:46.421","E8:FA:0D:3C:01:82",-60
"2018-03-16 16:56:46.424","0B:08:73:E6:B1:67",-61
"2018-03-16 16:56:46.466","98:9E:63:42:70:FD",-102
"2018-03-16 16:56:46.470","98:9E:63:42:70:FD",-103
"2018-03-16 16:56:46.472","61:B8:47:F5:59:8C",-103
"2018-03-16 16:56:46.475","C2:57:36:E6:71:6E",-65
"2018-03-16 16:56:46.486","C2:57:36:E6:71:6E",-65
"2018-03-16 16:56:46.488","E5:3B:3A:53:DF:6C",-63
"2018-03-16 16:56:46.490","E5:3B:3A:53:DF:6C",-63
"2018-03-16 16:56:46.507","C1:96:24:5B:EB:97",-62
"2018-03-16 16:56:46.514","C1:96:24:5B:EB:97",-62
"2018-03-16 16:56:46.516","F1:4E:55:EA:ED:A4",-67
"2018-03-16 16:56:46.519","F1:4E:55:EA:ED:A4",-66
"2018-03-16 16:56:46.520","E9:0D:4A:6D:31:59",-60
"2018-03-16 16:56:46.523","E9:0D:4A:6D:31:59",-60
"2018-03-16 16:56:46.524","C8:2F:80:DA:26:94",-65
"2018-03-16 16:56:46.528","C8:2F:80:DA:26:94",-65
