DATETIME,MAC,RSSI
"2018-03-07 17:15:55.384","EC:8F:47:27:6C:DE",-59
"2018-03-07 17:15:55.409","EC:8F:47:27:6C:DE",-59
"2018-03-07 17:15:55.411","2B:4F:F3:D4:83:8C",-55
"2018-03-07 17:15:55.415","CB:3C:59:5F:87:FB",-58
"2018-03-07 17:15:55.418","CB:3C:59:5F:87:FB",-58
"2018-03-07 17:15:55.420","F8:77:B8:B9:2D:74",-93
"2018-03-07 17:15:55.654","E9:0D:4A:6D:31:59",-58
"2018-03-07 17:15:55.684","E9:0D:4A:6D:31:59",-58
"2018-03-07 17:15:55.686","FD:99:D9:69:5D:BC",-59
"2018-03-07 17:15:55.688","FD:99:D9:69:5D:BC",-59
"2018-03-07 17:15:55.690","E8:FA:0D:3C:01:82",-58
"2018-03-07 17:15:55.706","E8:FA:0D:3C:01:82",-58
"2018-03-07 17:15:55.708","DC:94:C8:A9:D0:B6",-58
"2018-03-07 17:15:55.710","DC:94:C8:A9:D0:B6",-58
"2018-03-07 17:15:55.716","E5:3B:3A:53:DF:6C",-56
"2018-03-07 17:15:55.729","E5:3B:3A:53:DF:6C",-56
"2018-03-07 17:15:55.732","2B:4F:F3:D4:83:8C",-57
"2018-03-07 17:15:55.950","2B:4F:F3:D4:83:8C",-70
"2018-03-07 17:15:55.952","C2:57:36:E6:71:6E",-59
"2018-03-07 17:15:55.968","C2:57:36:E6:71:6E",-59
"2018-03-07 17:15:55.970","F1:4E:55:EA:ED:A4",-58
"2018-03-07 17:15:55.973","F1:4E:55:EA:ED:A4",-58
"2018-03-07 17:15:55.976","C8:2F:80:DA:26:94",-59
"2018-03-07 17:15:55.993","C8:2F:80:DA:26:94",-59
"2018-03-07 17:15:55.995","EC:8F:47:27:6C:DE",-58
"2018-03-07 17:15:55.996","EC:8F:47:27:6C:DE",-58
"2018-03-07 17:15:56.028","CB:3C:59:5F:87:FB",-55
"2018-03-07 17:15:56.033","CB:3C:59:5F:87:FB",-55
"2018-03-07 17:15:56.273","E9:0D:4A:6D:31:59",-58
"2018-03-07 17:15:56.273","E9:0D:4A:6D:31:59",-58
"2018-03-07 17:15:56.274","2B:4F:F3:D4:83:8C",-55
"2018-03-07 17:15:56.275","68:64:4B:39:4B:0F",-96
"2018-03-07 17:15:56.278","D9:86:6F:AF:E8:90",-59
"2018-03-07 17:15:56.289","61:BD:B8:45:93:20",-99
"2018-03-07 17:15:56.293","FD:99:D9:69:5D:BC",-60
"2018-03-07 17:15:56.310","FD:99:D9:69:5D:BC",-60
"2018-03-07 17:15:56.313","E8:FA:0D:3C:01:82",-57
"2018-03-07 17:15:56.315","E8:FA:0D:3C:01:82",-57
"2018-03-07 17:15:56.321","58:CF:4D:46:6B:20",-103
"2018-03-07 17:15:56.329","DC:94:C8:A9:D0:B6",-57
"2018-03-07 17:15:56.333","DC:94:C8:A9:D0:B6",-57
"2018-03-07 17:15:56.335","E5:3B:3A:53:DF:6C",-56
"2018-03-07 17:15:56.341","E5:3B:3A:53:DF:6C",-56
"2018-03-07 17:15:56.535","E5:3B:3A:53:DF:6C",-56
"2018-03-07 17:15:56.567","E5:3B:3A:53:DF:6C",-56
"2018-03-07 17:15:56.569","2B:4F:F3:D4:83:8C",-57
"2018-03-07 17:15:56.572","C2:57:36:E6:71:6E",-58
"2018-03-07 17:15:56.592","C2:57:36:E6:71:6E",-58
"2018-03-07 17:15:56.598","F1:4E:55:EA:ED:A4",-58
"2018-03-07 17:15:56.601","F1:4E:55:EA:ED:A4",-58
"2018-03-07 17:15:56.602","C8:2F:80:DA:26:94",-58
"2018-03-07 17:15:56.603","C8:2F:80:DA:26:94",-58
"2018-03-07 17:15:56.604","DC:94:C8:A9:D0:B6",-58
"2018-03-07 17:15:56.607","DC:94:C8:A9:D0:B6",-58
"2018-03-07 17:15:56.609","EC:8F:47:27:6C:DE",-58
"2018-03-07 17:15:56.630","EC:8F:47:27:6C:DE",-58
"2018-03-07 17:15:56.632","68:64:4B:39:4B:0F",-100
"2018-03-07 17:15:56.851","CB:3C:59:5F:87:FB",-55
"2018-03-07 17:15:56.865","CB:3C:59:5F:87:FB",-55
"2018-03-07 17:15:56.869","E9:0D:4A:6D:31:59",-58
"2018-03-07 17:15:56.869","E9:0D:4A:6D:31:59",-58
"2018-03-07 17:15:56.875","2B:4F:F3:D4:83:8C",-67
"2018-03-07 17:15:56.891","C1:96:24:5B:EB:97",-55
"2018-03-07 17:15:56.915","C1:96:24:5B:EB:97",-55
"2018-03-07 17:15:56.916","FD:99:D9:69:5D:BC",-58
"2018-03-07 17:15:56.919","FD:99:D9:69:5D:BC",-58
"2018-03-07 17:15:56.932","E8:FA:0D:3C:01:82",-59
"2018-03-07 17:15:56.932","E8:FA:0D:3C:01:82",-59
"2018-03-07 17:15:56.934","D9:86:6F:AF:E8:90",-59
"2018-03-07 17:15:56.936","D9:86:6F:AF:E8:90",-58
"2018-03-07 17:15:57.155","E5:3B:3A:53:DF:6C",-57
"2018-03-07 17:15:57.193","E5:3B:3A:53:DF:6C",-56
"2018-03-07 17:15:57.194","C2:57:36:E6:71:6E",-58
"2018-03-07 17:15:57.199","C2:57:36:E6:71:6E",-58
"2018-03-07 17:15:57.200","2B:4F:F3:D4:83:8C",-53
"2018-03-07 17:15:57.205","F1:4E:55:EA:ED:A4",-58
"2018-03-07 17:15:57.209","F1:4E:55:EA:ED:A4",-58
"2018-03-07 17:15:57.211","DC:94:C8:A9:D0:B6",-57
"2018-03-07 17:15:57.215","DC:94:C8:A9:D0:B6",-57
"2018-03-07 17:15:57.217","61:BD:B8:45:93:20",-98
